"Trends","","","","","","","",""
"Levels of activity (More detailed - 7 categories)","","","","","","","",""
"Local Authority and County Council","","","","","","","",""
"Inactive: Nothing","","","","","","","",""
"","Nov 15-16","Nov 16-17","Nov 17-18","Nov 18-19","Nov 19-20","Nov 20-21","Nov 21-22","Nov 22-23"
"Blackpool  LA","18.5%","19.8%","25.2%","16.5%","18.6%","25.6%","23.7%","21.5%"
"Bolsover LA","21.0%","16.3%","18.3%","14.5%","23.1%","23.3%","24.8%","26.8%"
"Bolton LA","19.8%","20.7%","17.8%","18.2%","29.6%","22.5%","21.2%","20.9%"
"Boston LA","20.1%","18.8%","20.3%","17.7%","23.8%","22.7%","22.0%","24.7%"
"Bournemouth, Christchurch and Poole LA","12.6%","10.2%","10.3%","12.8%","19.5%","11.7%","14.8%","14.0%"
"Bracknell Forest  LA","9.9%","12.3%","9.3%","12.3%","8.5%","15.7%","14.6%","12.3%"
"Bradford LA","19.7%","16.7%","14.0%","18.1%","22.8%","24.1%","23.9%","23.8%"
"Braintree LA","15.2%","12.2%","9.8%","11.4%","18.5%","16.2%","12.9%","13.8%"
"Breckland LA","21.6%","13.2%","16.7%","14.4%","16.5%","15.5%","15.0%","19.9%"
"Brent LA","21.9%","18.6%","17.1%","17.5%","22.2%","20.8%","23.3%","20.0%"
"Brentwood LA","11.1%","14.2%","15.0%","10.4%","10.9%","13.2%","11.8%","12.3%"
"Brighton and Hove  LA","9.4%","7.9%","10.0%","8.6%","13.9%","12.6%","13.1%","7.3%"
"Bristol, City of,  LA","10.6%","11.2%","10.7%","10.3%","13.2%","12.3%","12.9%","10.3%"
"Broadland LA","12.4%","12.6%","16.7%","11.3%","11.9%","13.7%","14.3%","18.9%"
"Bromley LA","7.2%","9.8%","11.2%","10.2%","13.1%","9.5%","12.5%","16.0%"
"Bromsgrove LA","14.8%","15.5%","13.1%","10.2%","14.9%","11.5%","12.6%","13.3%"
"Broxbourne LA","11.8%","14.2%","16.7%","11.3%","23.5%","18.8%","15.8%","16.9%"
"Broxtowe LA","13.0%","12.9%","11.9%","11.9%","10.6%","12.2%","13.9%","14.6%"
"Buckinghamshire LA","11.9%","10.4%","12.4%","9.3%","11.3%","9.8%","14.3%","16.6%"
"Burnley LA","18.9%","18.6%","20.7%","17.0%","24.8%","21.3%","21.9%","23.2%"
"Bury LA","16.0%","15.9%","16.3%","12.3%","15.9%","16.6%","17.9%","18.0%"
"Calderdale LA","19.2%","18.6%","13.8%","13.6%","18.7%","20.1%","18.1%","15.8%"
"Cambridge LA","5.4%","8.4%","4.6%","7.6%","10.8%","7.0%","11.2%","8.9%"
"Camden LA","12.5%","8.4%","8.5%","8.9%","15.1%","14.1%","10.6%","12.0%"
"Cannock Chase LA","16.6%","22.5%","17.6%","18.4%","21.5%","18.3%","18.5%","17.3%"
"Canterbury LA","12.5%","8.1%","10.1%","10.9%","10.8%","13.8%","13.1%","13.0%"
"Castle Point LA","15.0%","15.0%","14.3%","13.6%","15.8%","21.1%","16.0%","19.1%"
"Central Bedfordshire LA","13.2%","10.9%","12.3%","13.6%","12.9%","16.3%","14.8%","15.5%"
"Charnwood LA","10.2%","16.7%","16.4%","12.7%","13.8%","10.9%","11.6%","12.9%"
"Chelmsford LA","10.9%","12.3%","15.7%","10.9%","12.0%","13.4%","12.7%","12.6%"
"Cheltenham LA","6.9%","7.9%","11.2%","11.7%","12.3%","13.4%","11.4%","12.2%"
"Cherwell LA","11.8%","10.3%","12.1%","10.5%","19.9%","14.7%","14.0%","13.2%"
"Cheshire East LA","15.6%","12.4%","12.8%","12.3%","15.6%","12.7%","12.7%","10.6%"
"Cheshire West and Chester LA","14.6%","13.4%","12.4%","14.8%","15.1%","13.4%","17.8%","15.4%"
"Chesterfield LA","12.3%","14.3%","10.7%","17.1%","12.0%","17.2%","18.0%","18.3%"
"Chichester LA","7.8%","7.9%","9.2%","8.6%","16.6%","8.7%","14.2%","13.9%"
"Chorley LA","12.0%","14.3%","11.5%","14.8%","15.2%","15.5%","18.1%","14.3%"
"City of London LA","-","-","-","-","-","17.0%","21.1%","18.7%"
"Colchester LA","7.7%","13.7%","12.1%","8.5%","12.8%","15.9%","13.5%","15.3%"
"Cornwall LA","11.8%","12.7%","12.8%","11.6%","14.7%","11.3%","13.0%","17.3%"
"Cotswold LA","11.9%","11.5%","9.3%","6.5%","9.7%","12.0%","11.0%","12.0%"
"County Durham LA","18.3%","13.2%","20.3%","16.9%","18.4%","21.3%","21.0%","23.2%"
"Coventry LA","17.8%","18.7%","19.2%","22.2%","19.0%","22.5%","21.4%","18.5%"
"Crawley LA","12.6%","14.8%","12.8%","19.8%","17.7%","19.3%","22.2%","18.3%"
"Croydon LA","15.0%","13.9%","14.3%","19.4%","19.8%","18.5%","18.7%","17.0%"
"Cumberland LA","14.6%","11.9%","15.7%","13.2%","15.7%","15.5%","18.0%","16.7%"
"Dacorum LA","10.8%","10.5%","12.1%","10.0%","12.7%","13.6%","12.8%","11.4%"
"Darlington LA","14.3%","13.0%","17.0%","10.8%","17.0%","23.7%","18.8%","18.1%"
"Dartford LA","16.2%","12.4%","10.7%","11.7%","17.1%","16.7%","13.4%","19.0%"
"Derby LA","15.1%","15.0%","15.1%","15.1%","23.1%","18.2%","19.5%","20.2%"
"Derbyshire Dales LA","13.3%","11.0%","14.0%","9.0%","13.0%","12.5%","15.1%","13.0%"
"Doncaster LA","18.7%","16.0%","17.5%","17.9%","22.1%","22.5%","20.7%","19.3%"
"Dorset LA","11.7%","12.9%","12.5%","11.9%","11.2%","14.6%","11.7%","14.4%"
"Dover LA","13.7%","15.2%","13.7%","12.9%","16.4%","14.6%","14.1%","16.3%"
"Dudley LA","17.8%","19.7%","20.2%","21.8%","21.2%","19.7%","22.3%","22.6%"
"Ealing LA","15.5%","15.4%","12.5%","12.7%","19.6%","18.0%","17.4%","15.9%"
"East Cambridgeshire LA","16.1%","11.0%","12.0%","13.1%","10.3%","15.3%","15.2%","13.2%"
"East Devon LA","10.8%","9.8%","9.4%","10.0%","14.4%","15.2%","13.2%","12.8%"
"East Hampshire LA","9.9%","11.0%","12.0%","9.4%","11.2%","8.1%","12.6%","12.0%"
"East Hertfordshire LA","8.5%","9.0%","11.1%","8.1%","11.8%","10.9%","11.2%","8.5%"
"East Lindsey LA","12.7%","17.9%","23.9%","16.3%","20.9%","23.4%","22.3%","19.4%"
"East Riding of Yorkshire LA","12.6%","16.3%","18.1%","13.6%","15.2%","18.8%","15.8%","15.6%"
"East Staffordshire LA","13.9%","17.7%","11.8%","19.3%","17.1%","20.5%","16.9%","16.9%"
"East Suffolk LA","12.5%","13.4%","15.4%","13.9%","14.8%","11.7%","9.0%","13.0%"
"Eastbourne LA","16.2%","15.8%","18.4%","11.8%","16.2%","15.3%","12.0%","15.0%"
"Eastleigh LA","14.5%","9.4%","11.8%","11.4%","13.9%","14.5%","12.9%","12.5%"
"Elmbridge LA","9.7%","9.9%","10.3%","7.3%","11.5%","10.6%","9.3%","8.5%"
"Enfield LA","16.7%","17.0%","19.1%","12.3%","20.2%","18.1%","19.2%","20.8%"
"Epping Forest LA","11.1%","11.0%","12.0%","11.0%","14.2%","15.6%","15.6%","13.9%"
"Epsom and Ewell LA","7.9%","8.7%","8.0%","9.3%","13.1%","10.1%","10.6%","9.9%"
"Erewash LA","12.5%","11.8%","14.0%","14.7%","16.0%","16.5%","11.1%","17.2%"
"Exeter LA","9.8%","5.5%","7.4%","8.9%","11.6%","9.5%","13.5%","11.9%"
"Fareham LA","10.8%","11.4%","10.4%","9.2%","15.4%","14.5%","15.6%","11.0%"
"Fenland LA","18.6%","19.6%","20.7%","17.8%","21.2%","19.1%","21.5%","22.1%"
"Folkestone And Hythe LA","15.8%","13.1%","12.5%","14.7%","15.5%","18.3%","19.3%","13.3%"
"Forest of Dean LA","17.9%","15.0%","13.5%","16.4%","15.3%","15.8%","17.0%","15.7%"
"Fylde LA","11.2%","15.2%","11.7%","13.1%","16.9%","16.2%","12.7%","12.9%"
"Gateshead LA","15.4%","16.0%","12.1%","19.7%","17.7%","18.8%","20.0%","21.4%"
"Gedling LA","15.4%","15.1%","12.7%","12.1%","15.0%","16.3%","16.4%","14.4%"
"Gloucester LA","18.6%","12.2%","16.2%","14.1%","17.1%","15.0%","20.2%","15.8%"
"Gosport LA","11.8%","11.1%","11.8%","17.2%","12.5%","12.8%","13.5%","20.3%"
"Gravesham LA","16.2%","15.6%","20.2%","17.5%","25.2%","16.8%","19.5%","24.7%"
"Great Yarmouth LA","18.4%","19.7%","15.5%","16.1%","25.5%","21.3%","19.0%","23.6%"
"Greenwich LA","12.5%","14.2%","13.6%","12.7%","17.4%","15.6%","19.2%","19.3%"
"Guildford LA","10.8%","9.8%","10.2%","10.9%","12.1%","11.6%","13.0%","10.0%"
"Hackney LA","11.4%","10.2%","7.1%","14.6%","10.6%","15.4%","13.2%","18.5%"
"Halton LA","15.1%","19.0%","16.5%","18.5%","24.9%","17.4%","21.2%","18.4%"
"Hammersmith and Fulham LA","8.8%","7.9%","13.2%","9.1%","9.4%","8.2%","12.1%","8.1%"
"Harborough LA","12.0%","13.6%","13.3%","14.7%","11.3%","11.0%","14.7%","15.2%"
"Haringey LA","14.6%","11.6%","11.7%","13.3%","14.5%","15.4%","10.0%","12.8%"
"Harlow LA","19.9%","14.6%","16.9%","18.4%","17.2%","20.3%","20.8%","21.1%"
"Harrow LA","12.8%","17.1%","17.6%","15.6%","19.5%","16.5%","19.5%","19.6%"
"Hart LA","12.4%","10.6%","12.2%","12.9%","9.0%","10.9%","7.4%","8.9%"
"Hartlepool LA","18.4%","17.2%","21.7%","24.3%","25.1%","25.9%","23.6%","21.4%"
"Hastings LA","12.0%","16.7%","16.3%","17.3%","18.3%","16.4%","16.4%","15.2%"
"Havant LA","14.5%","13.4%","16.6%","12.5%","16.2%","17.4%","17.1%","17.4%"
"Havering LA","13.7%","16.9%","13.8%","12.4%","22.7%","18.6%","23.1%","18.8%"
"Herefordshire (County of) LA","15.2%","13.2%","17.8%","13.6%","15.1%","12.7%","16.1%","13.3%"
"Hertsmere LA","12.2%","17.0%","13.6%","9.7%","13.7%","16.0%","11.8%","15.4%"
"High Peak LA","14.8%","11.2%","13.1%","8.7%","12.9%","13.5%","13.9%","13.1%"
"Hillingdon LA","17.7%","11.8%","17.0%","16.4%","23.5%","22.7%","17.9%","22.1%"
"Hinckley and Bosworth LA","13.4%","13.8%","14.0%","12.3%","17.4%","19.6%","14.0%","13.3%"
"Horsham LA","11.3%","9.5%","11.2%","10.2%","12.6%","9.1%","10.3%","11.1%"
"Hounslow LA","20.0%","20.7%","14.8%","13.9%","24.2%","23.2%","22.9%","20.7%"
"Huntingdonshire LA","11.7%","10.2%","15.3%","15.1%","13.1%","11.1%","11.8%","13.1%"
"Hyndburn LA","18.8%","18.4%","21.8%","17.5%","22.5%","18.2%","22.4%","24.7%"
"Ipswich LA","14.3%","12.2%","15.2%","15.3%","20.3%","29.7%","17.8%","17.0%"
"Isle of Wight  LA","14.6%","15.5%","9.2%","13.2%","15.4%","15.4%","16.5%","18.1%"
"Isles of Scilly LA","-","-","-","-","-","-","-","-"
"Islington LA","9.8%","9.2%","8.9%","9.0%","12.3%","9.7%","10.0%","11.7%"
"Kensington and Chelsea LA","10.7%","11.7%","11.2%","9.8%","11.0%","12.1%","13.5%","11.6%"
"King's Lynn and West Norfolk LA","15.1%","17.4%","18.2%","14.3%","19.7%","20.4%","21.9%","18.9%"
"Kingston upon Hull, City of LA","16.7%","20.5%","16.6%","16.5%","23.0%","21.9%","20.2%","23.5%"
"Kingston upon Thames LA","11.3%","10.0%","6.1%","8.6%","11.8%","13.0%","8.9%","13.9%"
"Kirklees LA","14.7%","17.2%","23.1%","17.3%","25.3%","19.7%","17.0%","20.2%"
"Knowsley LA","20.7%","20.5%","17.1%","18.3%","21.0%","25.6%","20.6%","21.5%"
"Lambeth LA","11.5%","11.1%","9.2%","10.9%","8.3%","12.0%","12.3%","12.9%"
"Lancaster LA","12.2%","10.8%","10.6%","10.8%","12.4%","13.8%","9.7%","11.8%"
"Leeds LA","17.0%","14.2%","13.8%","12.7%","17.2%","14.8%","15.7%","16.6%"
"Leicester LA","21.1%","21.3%","16.8%","18.9%","18.9%","26.0%","26.3%","21.0%"
"Lewes LA","13.9%","16.6%","13.8%","11.5%","9.9%","14.0%","8.4%","12.4%"
"Lewisham LA","9.6%","15.1%","10.3%","10.0%","11.9%","9.3%","11.2%","15.1%"
"Lichfield LA","17.0%","15.2%","14.6%","14.3%","17.8%","12.0%","13.9%","15.0%"
"Lincoln LA","10.3%","14.1%","13.0%","12.9%","18.4%","13.5%","16.2%","14.5%"
"Liverpool LA","15.3%","16.2%","13.8%","15.5%","18.7%","19.8%","17.6%","17.2%"
"Luton LA","19.8%","18.3%","21.8%","22.9%","26.7%","29.9%","24.8%","28.8%"
"Maidstone LA","13.7%","13.0%","12.0%","17.2%","16.0%","14.1%","12.1%","11.4%"
"Maldon LA","13.9%","11.1%","12.6%","11.0%","10.9%","13.3%","8.1%","11.1%"
"Malvern Hills LA","13.2%","12.3%","16.5%","9.9%","15.3%","16.1%","12.6%","9.8%"
"Manchester LA","16.2%","16.1%","14.9%","15.1%","21.6%","18.0%","18.8%","17.9%"
"Mansfield LA","17.6%","19.0%","15.9%","19.4%","27.8%","22.0%","23.4%","18.7%"
"Medway  LA","15.6%","17.1%","14.1%","18.5%","18.5%","16.6%","18.3%","16.6%"
"Melton LA","14.8%","15.5%","15.2%","13.7%","16.1%","13.3%","13.9%","16.4%"
"Merton LA","10.8%","10.9%","11.4%","11.3%","15.4%","13.4%","17.2%","16.1%"
"Mid Devon LA","11.8%","11.6%","14.5%","10.9%","16.3%","13.0%","14.0%","14.9%"
"Mid Suffolk LA","11.8%","13.0%","15.5%","9.1%","12.9%","13.8%","13.1%","15.6%"
"Mid Sussex LA","8.6%","10.5%","9.8%","8.3%","13.3%","8.3%","10.5%","9.5%"
"Middlesbrough LA","18.4%","17.6%","21.7%","20.4%","23.6%","25.8%","22.4%","25.2%"
"Milton Keynes  LA","13.5%","14.5%","11.1%","11.9%","16.1%","15.2%","13.9%","12.6%"
"Mole Valley LA","10.4%","9.1%","11.4%","10.5%","15.9%","9.6%","11.5%","10.7%"
"New Forest LA","13.6%","12.1%","11.1%","11.3%","12.4%","14.3%","6.3%","11.7%"
"Newark and Sherwood LA","16.3%","14.8%","15.8%","16.5%","13.4%","17.4%","15.0%","16.6%"
"Newcastle upon Tyne LA","13.2%","13.3%","16.0%","14.1%","15.6%","16.5%","14.9%","14.2%"
"Newcastle-under-Lyme LA","18.6%","21.5%","16.1%","15.9%","20.0%","18.2%","22.6%","20.4%"
"Newham LA","18.5%","15.1%","18.2%","15.1%","28.0%","23.4%","17.8%","23.9%"
"North Devon LA","13.5%","11.4%","12.4%","13.0%","12.8%","11.3%","13.9%","14.0%"
"North East Derbyshire LA","10.1%","17.6%","16.8%","15.3%","17.5%","16.4%","17.0%","18.6%"
"North East Lincolnshire LA","17.3%","20.6%","20.1%","19.4%","23.9%","20.4%","19.7%","23.2%"
"North Hertfordshire LA","11.4%","10.2%","11.7%","7.1%","12.7%","14.7%","7.7%","11.9%"
"North Kesteven LA","12.0%","13.7%","16.5%","13.2%","15.4%","17.2%","14.1%","16.7%"
"North Lincolnshire LA","15.3%","15.8%","17.4%","18.2%","14.3%","24.2%","24.9%","20.6%"
"North Norfolk LA","12.6%","11.9%","12.0%","12.1%","20.0%","12.0%","19.2%","12.1%"
"North Northamptonshire LA","14.1%","15.5%","17.0%","13.3%","19.0%","19.1%","17.9%","18.9%"
"North Somerset  LA","13.9%","13.4%","12.1%","10.2%","15.2%","13.8%","11.9%","12.5%"
"North Tyneside LA","12.9%","15.1%","16.4%","17.0%","15.5%","12.0%","20.2%","18.0%"
"North Warwickshire LA","15.9%","18.4%","17.5%","15.3%","20.5%","14.3%","16.0%","18.7%"
"North West Leicestershire LA","15.0%","14.7%","16.4%","13.1%","17.5%","19.7%","15.7%","17.2%"
"North Yorkshire LA","12.5%","12.2%","12.6%","12.2%","14.7%","14.5%","12.5%","12.7%"
"Northumberland LA","16.2%","15.8%","13.1%","10.7%","17.1%","14.6%","16.2%","16.0%"
"Norwich LA","9.8%","10.0%","9.1%","10.2%","16.2%","13.4%","9.1%","13.3%"
"Nottingham City LA","16.4%","16.2%","15.8%","15.1%","19.3%","18.8%","17.3%","16.6%"
"Nuneaton and Bedworth LA","19.3%","20.2%","17.2%","19.6%","20.4%","19.1%","20.8%","22.6%"
"Oadby and Wigston LA","13.2%","18.5%","19.2%","15.5%","19.1%","22.4%","23.9%","22.6%"
"Oldham LA","14.8%","21.2%","20.5%","22.4%","25.0%","24.8%","20.5%","25.9%"
"Oxford LA","6.8%","11.2%","7.9%","7.0%","8.6%","7.6%","8.7%","6.9%"
"Pendle LA","19.5%","17.7%","23.3%","17.0%","24.0%","24.1%","25.7%","19.9%"
"Peterborough LA","15.4%","14.4%","18.4%","16.5%","23.3%","23.6%","19.7%","22.8%"
"Plymouth LA","12.4%","14.3%","14.5%","14.6%","15.9%","18.3%","15.2%","12.5%"
"Portsmouth  LA","9.8%","13.9%","9.6%","11.1%","12.1%","12.8%","13.5%","12.6%"
"Preston LA","14.0%","15.1%","16.0%","15.9%","16.3%","19.7%","19.1%","20.9%"
"Reading  LA","13.5%","9.8%","11.8%","13.2%","15.1%","11.0%","16.8%","12.0%"
"Redbridge LA","16.4%","15.9%","19.2%","17.8%","22.8%","21.1%","18.6%","21.6%"
"Redcar & Cleveland LA","16.0%","16.4%","17.5%","14.9%","14.2%","23.4%","21.4%","20.5%"
"Redditch LA","15.0%","16.9%","15.4%","17.0%","18.8%","23.2%","26.0%","19.4%"
"Reigate and Banstead LA","12.4%","9.5%","8.8%","10.8%","15.2%","13.5%","11.8%","13.7%"
"Ribble Valley LA","10.1%","15.2%","14.3%","10.9%","13.1%","13.7%","13.7%","12.5%"
"Richmond upon Thames LA","7.4%","6.9%","-","7.0%","8.9%","8.7%","9.4%","7.9%"
"Rochdale LA","23.2%","22.6%","21.9%","18.2%","23.2%","25.6%","23.4%","26.4%"
"Rochford LA","17.1%","12.7%","14.1%","9.6%","16.3%","15.5%","12.2%","12.7%"
"Rossendale LA","15.7%","19.7%","19.3%","17.8%","19.7%","19.1%","18.3%","16.3%"
"Rother LA","14.3%","12.7%","15.9%","12.9%","19.0%","16.0%","12.4%","15.2%"
"Rotherham LA","16.6%","22.9%","23.3%","19.7%","17.9%","21.2%","20.1%","21.0%"
"Rugby LA","16.6%","16.7%","15.1%","17.6%","21.2%","15.9%","16.6%","19.9%"
"Runnymede LA","16.2%","14.3%","12.2%","10.6%","15.6%","9.0%","13.1%","12.2%"
"Rushcliffe LA","8.1%","9.7%","10.3%","13.4%","11.7%","9.6%","8.3%","10.2%"
"Rushmoor LA","15.9%","14.8%","16.5%","16.1%","19.7%","17.7%","11.0%","12.5%"
"Rutland LA","12.4%","15.2%","14.1%","10.5%","15.3%","13.1%","14.1%","11.1%"
"Salford LA","17.0%","16.7%","15.2%","14.0%","19.1%","22.0%","20.0%","15.8%"
"Sandwell LA","22.4%","23.6%","22.1%","25.1%","31.9%","27.1%","26.7%","29.5%"
"Sefton LA","14.2%","13.8%","15.4%","14.2%","20.4%","18.7%","18.0%","17.9%"
"Sevenoaks LA","8.7%","10.2%","10.4%","9.6%","15.7%","19.0%","10.9%","13.1%"
"Sheffield LA","16.8%","16.7%","14.8%","14.3%","19.2%","16.4%","16.0%","16.8%"
"Shropshire LA","14.0%","16.2%","13.6%","14.2%","19.6%","16.7%","16.8%","12.2%"
"Slough  LA","16.9%","21.9%","21.4%","19.8%","23.7%","27.1%","26.0%","24.9%"
"Solihull LA","15.9%","16.7%","17.2%","12.3%","13.8%","14.3%","15.7%","16.7%"
"Somerset LA","14.6%","13.7%","14.5%","12.6%","14.0%","15.4%","13.0%","14.8%"
"South Cambridgeshire LA","10.9%","7.8%","11.1%","9.0%","11.2%","10.1%","7.6%","8.1%"
"South Derbyshire LA","14.7%","12.8%","15.9%","18.1%","16.1%","15.0%","12.4%","15.2%"
"South Gloucestershire LA","12.5%","11.9%","15.1%","11.1%","14.7%","16.2%","13.7%","13.5%"
"South Hams LA","12.0%","12.5%","11.0%","8.6%","10.3%","10.5%","8.3%","8.8%"
"South Holland LA","19.2%","21.8%","23.0%","19.6%","20.4%","24.9%","18.4%","21.8%"
"South Kesteven LA","14.3%","13.2%","13.0%","16.2%","14.9%","16.5%","20.6%","12.3%"
"South Norfolk LA","12.8%","9.6%","9.6%","11.6%","15.9%","11.3%","10.9%","11.9%"
"South Oxfordshire LA","12.2%","12.3%","6.1%","9.7%","10.3%","11.3%","10.3%","12.0%"
"South Ribble LA","15.8%","13.1%","15.4%","11.7%","15.3%","18.5%","13.4%","13.9%"
"South Staffordshire LA","14.5%","15.7%","15.0%","15.1%","17.5%","23.7%","18.5%","15.6%"
"South Tyneside LA","22.5%","19.3%","15.6%","15.7%","18.9%","21.5%","23.7%","18.3%"
"Southampton  LA","14.2%","15.5%","12.2%","11.0%","20.7%","16.3%","14.3%","16.1%"
"Southend-on-Sea LA","12.5%","15.6%","15.6%","16.1%","21.7%","16.7%","14.6%","20.3%"
"Southwark LA","10.8%","11.7%","10.0%","12.0%","11.8%","12.3%","15.7%","10.8%"
"Spelthorne LA","13.1%","11.5%","11.0%","13.5%","15.5%","18.0%","11.7%","13.3%"
"St. Albans LA","10.2%","10.5%","6.3%","10.5%","9.5%","12.3%","10.9%","7.4%"
"St. Helens LA","16.7%","18.8%","17.1%","14.0%","22.7%","17.0%","22.7%","22.1%"
"Stafford LA","13.0%","14.1%","18.5%","14.6%","15.2%","14.2%","16.3%","17.6%"
"Staffordshire Moorlands LA","24.2%","16.0%","19.1%","15.5%","18.1%","14.8%","16.7%","14.8%"
"Stevenage LA","11.3%","16.9%","14.4%","14.4%","20.3%","20.3%","13.7%","18.3%"
"Stockport LA","11.9%","10.3%","14.2%","13.6%","17.5%","14.7%","15.4%","14.5%"
"Stockton-on-Tees LA","16.8%","19.5%","18.8%","18.9%","16.8%","19.3%","20.6%","24.4%"
"Stoke-on-Trent LA","17.9%","22.1%","19.7%","25.4%","24.9%","25.8%","21.7%","25.2%"
"Stratford-on-Avon LA","13.4%","11.2%","11.8%","13.6%","11.5%","11.2%","14.5%","13.9%"
"Stroud LA","12.6%","10.5%","11.5%","10.1%","12.8%","15.4%","10.5%","8.7%"
"Sunderland LA","19.6%","17.2%","17.5%","18.5%","18.9%","20.6%","21.1%","16.7%"
"Surrey Heath LA","16.1%","10.2%","11.2%","9.7%","12.2%","13.5%","9.9%","10.0%"
"Sutton LA","11.9%","16.7%","16.7%","12.8%","19.6%","20.3%","18.9%","11.0%"
"Swale LA","12.3%","12.7%","15.8%","15.8%","18.7%","22.9%","16.8%","19.1%"
"Swindon LA","14.3%","11.0%","14.1%","14.6%","17.4%","13.9%","19.9%","20.6%"
"Tameside LA","17.5%","19.8%","18.5%","16.0%","20.6%","23.0%","23.2%","20.8%"
"Tamworth LA","17.4%","16.3%","15.9%","13.9%","18.7%","20.3%","19.7%","16.3%"
"Tandridge LA","15.3%","10.3%","10.9%","14.0%","14.9%","10.8%","7.4%","12.0%"
"Teignbridge LA","12.8%","10.8%","14.2%","10.4%","12.0%","13.2%","11.0%","12.4%"
"Telford and Wrekin LA","16.5%","23.3%","15.0%","15.3%","20.6%","18.8%","22.3%","18.8%"
"Tendring LA","19.8%","15.2%","16.4%","16.5%","17.6%","20.0%","18.0%","19.7%"
"Test Valley LA","15.5%","8.2%","8.9%","12.2%","10.1%","11.9%","10.9%","13.0%"
"Tewkesbury LA","11.9%","11.7%","14.1%","10.1%","17.0%","13.4%","13.9%","14.2%"
"Thanet LA","14.4%","12.8%","15.1%","12.3%","21.6%","18.4%","17.0%","16.7%"
"Three Rivers LA","12.4%","9.2%","9.4%","10.4%","16.9%","12.8%","9.9%","10.6%"
"Thurrock LA","17.2%","17.7%","17.6%","18.7%","22.8%","24.4%","17.8%","23.0%"
"Tonbridge and Malling LA","10.8%","9.8%","9.1%","9.0%","15.7%","15.6%","10.3%","14.7%"
"Torbay  LA","12.9%","10.4%","15.0%","14.5%","15.5%","19.1%","15.0%","17.5%"
"Torridge LA","15.7%","12.4%","10.8%","14.1%","14.5%","16.9%","17.6%","12.9%"
"Tower Hamlets LA","12.1%","11.6%","11.9%","11.3%","19.7%","18.0%","12.8%","15.9%"
"Trafford LA","12.3%","12.4%","12.2%","10.9%","14.1%","16.0%","13.5%","14.9%"
"Tunbridge Wells LA","9.5%","9.4%","8.9%","6.8%","11.0%","12.4%","11.5%","10.8%"
"Uttlesford LA","10.2%","11.9%","12.1%","9.4%","13.2%","13.6%","12.5%","11.1%"
"Vale of White Horse LA","8.7%","9.2%","8.0%","-","9.8%","10.7%","11.0%","11.8%"
"Wakefield LA","17.1%","16.3%","19.9%","17.6%","18.9%","19.3%","22.9%","21.8%"
"Walsall LA","20.9%","20.5%","19.9%","23.1%","24.1%","26.8%","26.6%","25.4%"
"Waltham Forest LA","16.1%","9.6%","16.3%","12.5%","17.7%","17.3%","17.1%","24.1%"
"Wandsworth LA","9.4%","8.9%","9.0%","-","11.2%","9.0%","10.5%","8.3%"
"Warrington  LA","13.6%","14.3%","14.4%","14.6%","18.5%","16.7%","13.7%","14.1%"
"Warwick LA","5.5%","13.0%","12.2%","14.2%","12.1%","11.7%","8.7%","8.9%"
"Watford LA","11.9%","10.7%","16.6%","11.7%","15.6%","16.6%","20.5%","14.1%"
